City ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
351,Los Algarrobos,PA,8.5,-82.4333,84.61,74,40,6.91,scattered clouds
352,Araruna,BR,-6.5583,-35.7417,68.18,97,100,5.86,overcast clouds
353,Takoradi,GH,4.8845,-1.7554,75.22,78,98,11.77,overcast clouds
354,Sao Miguel,BR,-5.4667,-35.3667,79.57,89,100,8.99,overcast clouds
355,Hounde,BF,11.5,-3.5167,79.48,73,92,3.04,overcast clouds
356,Misratah,LY,32.3754,15.0925,83.08,65,0,7.14,clear sky
357,Pisco,PE,-13.7,-76.2167,64.45,72,0,9.22,clear sky
358,Porto Belo,BR,-27.1578,-48.5531,64.26,61,0,5.21,clear sky
359,Numan,NG,9.4667,12.0333,74.46,85,100,5.1,overcast clouds
360,Waitara,NZ,-38.925,174.25,51.49,82,100,20.51,overcast clouds
361,Kaliua,TZ,-5.0606,31.7936,75.79,45,100,4.27,overcast clouds
362,Mlonggo,ID,-6.5333,110.7,76.69,82,74,5.1,broken clouds
363,Yongan,CN,39.6957,113.6871,65.1,90,47,5.66,scattered clouds
364,Kendari,ID,-3.945,122.4989,74.17,95,100,2.08,overcast clouds
365,Waddan,LY,29.1614,16.139,91.26,21,0,9.69,clear sky
366,Yulara,AU,-25.2406,130.9889,57.96,44,100,7.99,overcast clouds
367,Yaan,NG,7.3833,8.5667,72.39,94,99,5.68,overcast clouds
368,Qalyub,EG,30.1792,31.2056,86.79,42,0,10.65,clear sky
369,Palu,ID,-0.8917,119.8707,75.96,96,99,2.15,overcast clouds
370,Yatou,CN,37.15,122.3833,75.09,96,100,6.6,light rain
371,Mahon,ES,39.8885,4.2658,81.16,57,0,8.05,clear sky
372,Port Hedland,AU,-20.3167,118.5667,62.65,67,19,6.91,few clouds
373,Shagamu,NG,6.8432,3.6478,74.55,84,95,5.37,overcast clouds
374,Rumonge,BI,-3.9736,29.4386,73.53,70,68,3.53,broken clouds
375,Cairns,AU,-16.9167,145.7667,69.75,84,100,12.66,overcast clouds
376,Mazagao,BR,-0.115,-51.2894,82.45,59,95,5.41,overcast clouds
377,Ormara,PK,25.2088,64.6357,82.26,83,100,19.91,overcast clouds
378,Anori,BR,-3.7728,-61.6442,89.58,48,98,4.65,overcast clouds
379,Semirom,IR,31.4167,51.5667,67.62,61,96,1.99,overcast clouds
380,Tiznit,MA,29.5833,-9.5,94.05,19,0,4.41,clear sky
381,Kintampo,GH,8.0563,-1.7306,76.21,76,100,2.66,light rain
382,Iranshahr,IR,27.2025,60.6848,88.14,62,81,0.0,broken clouds
383,Ginda,IN,30.6945,78.4932,63.82,96,75,1.16,broken clouds
384,Manta,EC,-0.95,-80.7333,82.18,65,40,6.91,scattered clouds
385,Tarauaca,BR,-8.1614,-70.7656,95.27,32,52,0.36,broken clouds
386,Paramonga,PE,-10.6667,-77.8333,67.26,70,39,9.1,scattered clouds
387,Sinjar,IQ,36.3209,41.8754,95.76,11,0,14.45,clear sky
388,Wanaka,NZ,-44.7,169.15,28.27,91,29,5.19,scattered clouds
389,Bacolod,PH,10.6667,122.95,78.04,88,100,6.42,overcast clouds
390,Nhamunda,BR,-2.1861,-56.7131,80.85,88,98,1.7,overcast clouds
391,Sao Miguel Do Araguaia,BR,-13.275,-50.1628,94.28,12,4,3.42,clear sky
392,Matara,LK,5.9485,80.5353,77.74,90,100,8.9,overcast clouds
393,Biltine,TD,14.5333,20.9167,85.32,51,94,7.2,overcast clouds
394,Sayyan,YE,15.1718,44.3244,61.23,73,88,5.26,overcast clouds
395,Itaquyry,PY,-24.9333,-55.2167,71.92,30,37,2.75,scattered clouds
396,Taltal,CL,-25.4,-70.4833,60.71,72,93,6.26,overcast clouds
397,Saint-Francois,FR,46.4154,3.9054,83.64,32,0,5.75,clear sky
398,Umm Kaddadah,SD,13.6017,26.6876,88.43,43,41,9.84,light rain
399,Damietta,EG,31.4165,31.8133,82.29,70,0,10.98,clear sky
400,Aitape,PG,-3.1374,142.3475,76.48,87,6,4.5,clear sky
401,Contai,IN,21.7786,87.7536,85.14,76,100,13.96,overcast clouds
402,Kita,ML,13.0349,-9.4895,76.1,87,50,2.8,light rain
403,Bat Khela,PK,34.6167,71.9714,77.86,81,47,3.96,scattered clouds
404,Maragogi,BR,-9.0122,-35.2225,77.94,82,100,10.54,overcast clouds
405,Saint-Louis,SN,16.3333,-15.0,85.64,55,99,14.29,overcast clouds
406,Uige,AO,-7.6087,15.0613,69.66,47,0,4.03,clear sky
407,Khasan,RU,42.4308,130.6434,71.47,98,100,1.88,overcast clouds
408,Carauari,BR,-4.8828,-66.8958,89.44,48,96,1.21,overcast clouds
409,Comodoro Rivadavia,AR,-45.8667,-67.5,51.66,35,0,19.57,clear sky
410,Ubatuba,BR,-23.4339,-45.0711,68.4,64,30,7.67,scattered clouds
411,La Troncal,EC,-2.4,-79.3333,86.74,57,62,3.58,broken clouds
412,Huancabamba,PE,-5.2386,-79.4506,72.77,44,10,3.69,clear sky
413,Tsumeb,NA,-19.2333,17.7167,66.6,22,0,5.97,clear sky
414,Te Anau,NZ,-45.4167,167.7167,28.76,94,42,0.58,scattered clouds
415,Altamira,BR,-3.2033,-52.2064,83.53,65,100,2.98,overcast clouds
416,Takapau,NZ,-40.0333,176.35,47.73,73,100,14.18,overcast clouds
417,Pindiga,NG,9.9833,10.9333,70.81,87,100,2.73,overcast clouds
418,Hamilton,US,39.1834,-84.5333,84.88,44,0,5.75,clear sky
419,Dharchula,IN,29.85,80.5333,72.36,89,100,1.01,overcast clouds
420,Manokwari,ID,-0.8667,134.0833,79.14,69,100,5.91,overcast clouds
421,Cooma,AU,-36.2333,149.1333,30.06,76,100,3.87,overcast clouds
422,Haimen,CN,23.1935,116.6142,82.29,83,6,4.21,clear sky
423,The Valley,AI,18.217,-63.0578,89.46,70,20,19.57,few clouds
424,Liancheng,CN,24.0519,105.075,66.45,97,100,1.54,overcast clouds
425,Chapadinha,BR,-3.7417,-43.3603,84.38,63,100,0.92,moderate rain
426,Beidao,CN,34.5686,105.8933,69.76,93,100,3.58,overcast clouds
427,Inhambane,MZ,-23.865,35.3833,67.98,88,0,6.91,clear sky
428,Bereda,ES,43.2686,-7.5406,69.42,87,5,7.96,clear sky
429,Pemangkat,ID,1.1667,108.9667,77.85,87,100,5.95,overcast clouds
430,Coihueco,CL,-36.6167,-71.8333,47.14,81,75,3.44,haze
431,Condado,CU,21.8767,-79.8403,87.85,61,38,10.22,scattered clouds
432,Springbok,ZA,-29.6643,17.8865,42.66,75,100,3.51,overcast clouds
433,Oliveira Dos Brejinhos,BR,-12.3169,-42.8961,90.73,19,1,4.27,clear sky
434,Soyo,AO,-6.1349,12.3689,71.01,89,43,8.41,scattered clouds
435,Goderich,CA,43.7501,-81.7165,70.12,60,5,5.75,clear sky
436,Gayeri,BF,12.6497,0.4931,86.14,53,7,5.35,clear sky
437,Akyab,MM,20.15,92.9,83.41,78,100,7.16,overcast clouds
438,Sandy Bay,AU,-42.913,147.3532,42.3,83,100,9.22,light rain
439,Baturaja,ID,-4.1333,104.1667,72.86,97,100,2.46,overcast clouds
440,Biloela,AU,-24.4167,150.5,50.67,82,88,6.85,overcast clouds
441,Mairang,IN,25.5667,91.6333,61.61,97,90,4.88,overcast clouds
442,Vila,PT,42.0304,-8.1588,80.71,43,0,6.33,clear sky
443,Tamale,GH,9.4008,-0.8393,80.22,69,87,1.48,light rain
444,Saint-Joseph,RE,-21.3667,55.6167,65.21,77,43,14.09,scattered clouds
445,Vila Do Maio,CV,15.1333,-23.2167,81.39,76,94,8.55,overcast clouds
446,Santana Do Livramento,BR,-30.8908,-55.5328,59.36,57,0,3.33,clear sky
447,Portovelo,EC,-3.7167,-79.6167,90.01,43,13,3.13,few clouds
448,Zemio,CF,5.0314,25.1361,69.37,96,100,1.57,light rain
449,Rondonopolis,BR,-16.4708,-54.6356,90.07,25,0,4.18,clear sky
450,San Rafael,AR,-34.6177,-68.3301,61.74,27,100,11.68,overcast clouds
451,Kaseda,JP,31.4167,130.3167,80.74,86,97,22.57,overcast clouds
452,Kapit,MY,2.0167,112.9333,74.41,99,100,1.95,overcast clouds
453,Kaeo,NZ,-35.1,173.7833,48.33,94,11,9.55,few clouds
454,Ciudad Bolivar,VE,8.1222,-63.5497,90.75,45,85,4.16,overcast clouds
455,Viedma,AR,-40.8135,-62.9967,58.05,41,94,8.7,overcast clouds
456,Hongjiang,CN,27.11,109.9956,76.15,68,63,1.57,broken clouds
457,Sao Paulo De Olivenca,BR,-3.3783,-68.8725,88.09,58,99,2.19,overcast clouds
458,Middelburg,ZA,-25.7751,29.4648,57.88,37,54,3.29,broken clouds
459,Port-Gentil,GA,-0.7193,8.7815,75.16,83,20,10.36,few clouds
460,Umm Lajj,SA,25.0213,37.2685,90.07,42,40,8.01,scattered clouds
461,Port Moresby,PG,-9.4431,147.1797,74.16,92,15,8.68,few clouds
462,Miri,MY,4.4148,114.0089,77.14,100,20,2.3,few clouds
463,Wanlaweyn,SO,2.6185,44.8938,75.36,79,100,21.05,overcast clouds
464,Horsham,GB,51.064,-0.3272,77.02,69,20,9.22,few clouds
465,Labuhan,ID,-6.8844,112.2051,74.35,86,6,9.66,clear sky
466,Mendi,PG,-6.1761,143.6513,53.4,97,70,2.64,broken clouds
467,Marawi,PH,7.9986,124.2928,68.63,93,100,2.8,light rain
468,Tuyen Quang,VN,21.8233,105.2181,77.56,97,37,2.39,scattered clouds
469,Antalaha,MG,-14.9003,50.2788,67.89,91,63,5.91,light rain
470,Bambanglipuro,ID,-7.95,110.2833,75.33,83,94,10.13,overcast clouds
471,Isangel,VU,-19.55,169.2667,70.05,90,100,3.13,heavy intensity rain
472,Tabou,CI,4.423,-7.3528,75.52,77,24,9.08,few clouds
473,Dhidhdhoo,MV,6.8833,73.1,81.5,79,100,17.94,light rain
474,Bara,NG,10.3744,10.7288,71.82,90,100,3.6,overcast clouds
475,Herat,AF,34.5,62.0,80.71,29,0,21.97,clear sky
476,Basco,PH,20.4487,121.9702,84.27,80,100,19.39,overcast clouds
477,La Rioja,ES,42.25,-2.5,74.98,59,1,4.47,clear sky
478,Asosa,ET,10.0667,34.5333,59.56,97,44,1.66,light rain
479,Yabrud,SY,33.9674,36.6574,76.28,33,0,2.01,clear sky
480,Marang,MY,5.2056,103.2059,78.71,82,100,1.9,overcast clouds
481,Fureidis,IL,32.5986,34.9558,79.16,73,0,4.97,clear sky
482,Urucara,BR,-2.5364,-57.76,80.11,90,91,0.87,heavy intensity rain
483,Thaba Nchu,ZA,-29.2093,26.839,46.83,39,2,6.38,clear sky
484,Ibra,OM,22.6906,58.5334,85.82,54,94,8.7,overcast clouds
485,Tres Barras,BR,-26.1064,-50.3222,65.95,33,4,1.54,clear sky
486,Boende,CD,-0.2167,20.8667,73.35,85,100,2.19,overcast clouds
487,Narrabri,AU,-30.3167,149.7833,45.21,69,100,4.05,overcast clouds
488,Lingao,CN,19.9103,109.6859,80.62,81,38,6.17,scattered clouds
489,Rio Grande,BR,-32.035,-52.0986,68.11,57,0,3.38,clear sky
490,Vacaria,BR,-28.5122,-50.9339,58.73,52,8,1.54,clear sky
491,Muisne,EC,0.6,-80.0333,76.06,83,95,12.06,overcast clouds
492,Requena,ES,39.4883,-1.1004,75.79,65,76,10.13,broken clouds
493,Porto Santo,PT,33.072,-16.3415,71.98,78,40,14.97,scattered clouds
494,Okato,NZ,-39.2,173.8833,50.18,78,100,7.0,moderate rain
495,Natal,BR,-5.795,-35.2094,82.62,78,75,8.05,broken clouds
496,Matagalpa,NI,12.9256,-85.9175,79.61,83,75,0.0,drizzle
497,Atar,MR,20.5169,-13.0499,95.05,18,100,4.61,dust
498,Mawlamyine,MM,16.4914,97.6256,79.72,88,100,6.53,light rain
499,Nieuw Amsterdam,SR,5.8833,-55.0833,82.42,74,40,9.22,scattered clouds
500,Tadine,NC,-21.55,167.8833,69.69,92,100,17.83,overcast clouds
501,Petlawad,IN,23.0,74.8,76.84,80,66,6.76,broken clouds
502,Ravar,IR,31.2656,56.8055,88.12,28,98,9.01,overcast clouds
503,Cabedelo,BR,-6.9811,-34.8339,77.67,93,100,7.34,overcast clouds
504,Gourbeyre,GP,15.9938,-61.6914,81.16,79,11,18.05,few clouds
505,Jiangyou,CN,31.7667,104.7167,75.6,86,3,4.23,clear sky
506,Alcantara,BR,-2.4089,-44.4147,88.0,65,48,10.16,scattered clouds
